21,11
7,17
6,15
3,7
14,16
3,16
3,13
5,10
8,18
8,15
2,11
1,9
0,11
1,18
0,20
1,15
6,20
7,19
6,17
3,9
3,6
14,18
3,18
3,15
9,10
0,7
2,4
0,16
1,11
2,10
1,8
1,20
2,19
1,17
10,20
7,12
6,19
3,11
12,20
3,17
9,12
8,10
0,6
5,20
1,13
9,18
0,15
1,10
1,19
6,12
7,20
12,16
3,10
3,19
8,12
1,6
10,18
9,20
0,17
10,15
1,12
2,20
13,20
7,16
3,12
4,11
5,18
4,20
5,15
9,16
9,13
0,10
1,5
8,20
2,16
13,16
0,19
2,13
6,16
3,5
4,16
3,14
5,11
4,13
3,20
5,17
8,16
9,15
8,13
0,12
1,7
2,18
1,16
0,18
2,15
7,11
16,1,17,3,10,13,3,4,6,5,6
0.05,0.08
